address,entity_type,typical_volume,reputation_score
1BTC00607x,NORMAL_USER,1.0,90
1BTC00608z,NORMAL_USER,1.0,90
1BTC00609b,NORMAL_USER,1.0,90
1BTC00610z,NORMAL_USER,1.0,90
1BTC00611a,NORMAL_USER,1.0,90
1BTC00612c,NORMAL_USER,1.0,90
1BTC00613y,NORMAL_USER,1.0,90
1BTC00614z,NORMAL_USER,1.0,90
1BTC00615z,NORMAL_USER,1.0,90
1BTC00616y,NORMAL_USER,1.0,90
1BTC00617c,NORMAL_USER,1.0,90
1BTC00618a,NORMAL_USER,1.0,90
1BTC00619b,NORMAL_USER,1.0,90
1BTC00620z,NORMAL_USER,1.0,90
1BTC00621c,NORMAL_USER,1.0,90
1BTC00622b,NORMAL_USER,1.0,90
1BTC00623b,NORMAL_USER,1.0,90
1BTC00624b,NORMAL_USER,1.0,90
1BTC00625a,NORMAL_USER,1.0,90
1BTC00626a,NORMAL_USER,1.0,90
1BTC00627b,NORMAL_USER,1.0,90
1BTC00628x,NORMAL_USER,1.0,90
1BTC00629y,NORMAL_USER,1.0,90
1BTC00630a,NORMAL_USER,1.0,90
1BTC00631x,NORMAL_USER,1.0,90
1BTC00632x,NORMAL_USER,1.0,90
1BTC00633z,NORMAL_USER,1.0,90
1BTC00634y,NORMAL_USER,1.0,90
1BTC00635b,NORMAL_USER,1.0,90
1BTC00636z,NORMAL_USER,1.0,90
1BTC00637z,NORMAL_USER,1.0,90
1BTC00638x,NORMAL_USER,1.0,90
1BTC00639x,NORMAL_USER,1.0,90
1BTC00640x,NORMAL_USER,1.0,90
1BTC00641b,NORMAL_USER,1.0,90
1BTC00642b,NORMAL_USER,1.0,90
1BTC00643z,NORMAL_USER,1.0,90
1BTC00644z,NORMAL_USER,1.0,90
1BTC00645a,NORMAL_USER,1.0,90
1BTC00646a,NORMAL_USER,1.0,90
1BTC00647x,NORMAL_USER,1.0,90
1BTC00648b,NORMAL_USER,1.0,90
1BTC00649b,NORMAL_USER,1.0,90
1BTC00650z,NORMAL_USER,1.0,90
1BTC00651y,NORMAL_USER,1.0,90
1BTC00652x,NORMAL_USER,1.0,90
1BTC00653a,NORMAL_USER,1.0,90
1BTC00654y,NORMAL_USER,1.0,90
1BTC00655b,NORMAL_USER,1.0,90
1BTC00656a,NORMAL_USER,1.0,90
1BTC00657x,NORMAL_USER,1.0,90
1BTC00658b,NORMAL_USER,1.0,90
1BTC00659x,NORMAL_USER,1.0,90
1BTC00660z,NORMAL_USER,1.0,90
1BTC00661y,NORMAL_USER,1.0,90
1BTC00662y,NORMAL_USER,1.0,90
1BTC00663y,NORMAL_USER,1.0,90
1BTC00664c,NORMAL_USER,1.0,90
1BTC00665x,NORMAL_USER,1.0,90
1BTC00666y,NORMAL_USER,1.0,90
1BTC00667z,NORMAL_USER,1.0,90
1BTC00668y,NORMAL_USER,1.0,90
1BTC00669x,NORMAL_USER,1.0,90
1BTC00670y,NORMAL_USER,1.0,90
1BTC00671x,NORMAL_USER,1.0,90
1BTC00672b,NORMAL_USER,1.0,90
1BTC00673z,NORMAL_USER,1.0,90
1BTC00674x,NORMAL_USER,1.0,90
1BTC00675x,NORMAL_USER,1.0,90
1BTC00676c,NORMAL_USER,1.0,90
1BTC00677b,NORMAL_USER,1.0,90
1BTC00678z,NORMAL_USER,1.0,90
1BTC00679c,NORMAL_USER,1.0,90
1BTC00680y,NORMAL_USER,1.0,90
1BTC00681x,NORMAL_USER,1.0,90
1BTC00682z,NORMAL_USER,1.0,90
1BTC00683b,NORMAL_USER,1.0,90
1BTC00684c,NORMAL_USER,1.0,90
1BTC00685x,NORMAL_USER,1.0,90
1BTC00686a,NORMAL_USER,1.0,90
1BTC00687z,NORMAL_USER,1.0,90
1BTC00688c,NORMAL_USER,1.0,90
1BTC00689b,NORMAL_USER,1.0,90
1BTC00690c,NORMAL_USER,1.0,90
1BTC00691c,NORMAL_USER,1.0,90
1BTC00692c,NORMAL_USER,1.0,90
1BTC00693y,NORMAL_USER,1.0,90
1BTC00694a,NORMAL_USER,1.0,90
1BTC00695b,NORMAL_USER,1.0,90
1BTC00696b,NORMAL_USER,1.0,90
1BTC00697b,NORMAL_USER,1.0,90
1BTC00698x,NORMAL_USER,1.0,90
1BTC00699z,NORMAL_USER,1.0,90
1BTC00700b,NORMAL_USER,1.0,90
1BTC00701z,NORMAL_USER,1.0,90
1BTC00702b,NORMAL_USER,1.0,90
1BTC00703a,NORMAL_USER,1.0,90
1BTC00704x,NORMAL_USER,1.0,90
1BTC00705x,NORMAL_USER,1.0,90
1BTC00706c,NORMAL_USER,1.0,90
1BTC00707y,NORMAL_USER,1.0,90
1BTC00708x,NORMAL_USER,1.0,90
1BTC00709x,NORMAL_USER,1.0,90
1BTC00710a,NORMAL_USER,1.0,90
1BTC00711b,NORMAL_USER,1.0,90
1BTC00712x,NORMAL_USER,1.0,90
1BTC00713x,NORMAL_USER,1.0,90
1BTC00714y,NORMAL_USER,1.0,90
1BTC00715z,NORMAL_USER,1.0,90
1BTC00716a,NORMAL_USER,1.0,90
1BTC00717y,NORMAL_USER,1.0,90
1BTC00718x,NORMAL_USER,1.0,90
1BTC00719x,NORMAL_USER,1.0,90
1BTC00720a,NORMAL_USER,1.0,90
1BTC00721c,NORMAL_USER,1.0,90
1BTC00722c,NORMAL_USER,1.0,90
1BTC00723x,NORMAL_USER,1.0,90
1BTC00724x,NORMAL_USER,1.0,90
1BTC00725y,NORMAL_USER,1.0,90
1BTC00726z,NORMAL_USER,1.0,90
1BTC00727z,NORMAL_USER,1.0,90
1BTC00728y,NORMAL_USER,1.0,90
1BTC00729y,NORMAL_USER,1.0,90
1BTC00730b,NORMAL_USER,1.0,90
1BTC00731x,NORMAL_USER,1.0,90
1BTC00732b,NORMAL_USER,1.0,90
1BTC00733c,NORMAL_USER,1.0,90
1BTC00734x,NORMAL_USER,1.0,90
1BTC00735x,NORMAL_USER,1.0,90
1BTC00736a,NORMAL_USER,1.0,90
1BTC00737x,NORMAL_USER,1.0,90
1BTC00738c,NORMAL_USER,1.0,90
1BTC00739z,NORMAL_USER,1.0,90
1BTC00740z,NORMAL_USER,1.0,90
1BTC00741x,NORMAL_USER,1.0,90
1BTC00742z,NORMAL_USER,1.0,90
1BTC00743b,NORMAL_USER,1.0,90
1BTC00744x,NORMAL_USER,1.0,90
1BTC00745b,NORMAL_USER,1.0,90
1BTC00746y,NORMAL_USER,1.0,90
1BTC00747y,NORMAL_USER,1.0,90
1BTC00748a,NORMAL_USER,1.0,90
1BTC00749x,NORMAL_USER,1.0,90
1BTC00750y,NORMAL_USER,1.0,90
1BTC00751y,NORMAL_USER,1.0,90
1BTC00752z,NORMAL_USER,1.0,90
1BTC00753a,NORMAL_USER,1.0,90
1BTC00754a,NORMAL_USER,1.0,90
1BTC00755z,NORMAL_USER,1.0,90
1BTC00756x,NORMAL_USER,1.0,90
1BTC00757b,NORMAL_USER,1.0,90
1BTC00758x,NORMAL_USER,1.0,90
1BTC00759b,NORMAL_USER,1.0,90
1BTC00760a,NORMAL_USER,1.0,90
1BTC00761c,NORMAL_USER,1.0,90
1BTC00762x,NORMAL_USER,1.0,90
1BTC00763c,NORMAL_USER,1.0,90
1BTC00764b,NORMAL_USER,1.0,90
1BTC00765x,NORMAL_USER,1.0,90
1BTC00766c,NORMAL_USER,1.0,90
1BTC00767c,NORMAL_USER,1.0,90
1BTC00768x,NORMAL_USER,1.0,90
1BTC00769c,NORMAL_USER,1.0,90
1BTC00770x,NORMAL_USER,1.0,90
1BTC00771c,NORMAL_USER,1.0,90
1BTC00772a,NORMAL_USER,1.0,90
1BTC00773x,NORMAL_USER,1.0,90
1BTC00774a,NORMAL_USER,1.0,90
1BTC00775z,NORMAL_USER,1.0,90
1BTC00776y,NORMAL_USER,1.0,90
1BTC00777a,NORMAL_USER,1.0,90
1BTC00778c,NORMAL_USER,1.0,90
1BTC00779b,NORMAL_USER,1.0,90
1BTC00780z,NORMAL_USER,1.0,90
1BTC00781a,NORMAL_USER,1.0,90
1BTC00782z,NORMAL_USER,1.0,90
1BTC00783a,NORMAL_USER,1.0,90
1BTC00784a,NORMAL_USER,1.0,90
1BTC00785b,NORMAL_USER,1.0,90
1BTC00786b,NORMAL_USER,1.0,90
1BTC00787a,NORMAL_USER,1.0,90
1BTC00788y,NORMAL_USER,1.0,90
1BTC00789b,NORMAL_USER,1.0,90
1BTC00790b,NORMAL_USER,1.0,90
1BTC00791b,NORMAL_USER,1.0,90
1BTC00792x,NORMAL_USER,1.0,90
1BTC00793z,NORMAL_USER,1.0,90
1BTC00794a,NORMAL_USER,1.0,90
1BTC00795y,NORMAL_USER,1.0,90
1BTC00796b,NORMAL_USER,1.0,90
1BTC00797x,NORMAL_USER,1.0,90
1BTC00798z,NORMAL_USER,1.0,90
1BTC00799c,NORMAL_USER,1.0,90
1BTC00800c,NORMAL_USER,1.0,90
1BTC00801b,NORMAL_USER,1.0,90
1BTC00802y,NORMAL_USER,1.0,90
1BTC00803y,NORMAL_USER,1.0,90
1BTC00804z,NORMAL_USER,1.0,90
1BTC00805z,NORMAL_USER,1.0,90
1BTC00806a,NORMAL_USER,1.0,90
1BTC00807b,NORMAL_USER,1.0,90
1BTC00808c,NORMAL_USER,1.0,90
1BTC00809a,NORMAL_USER,1.0,90
1BTC00810y,NORMAL_USER,1.0,90
1BTC00811a,NORMAL_USER,1.0,90
1BTC00812c,NORMAL_USER,1.0,90
1BTC00813y,NORMAL_USER,1.0,90
1BTC00814z,NORMAL_USER,1.0,90
1BTC00815x,NORMAL_USER,1.0,90
1BTC00816x,NORMAL_USER,1.0,90
1BTC00817z,NORMAL_USER,1.0,90
1BTC00818b,NORMAL_USER,1.0,90
1BTC00819a,NORMAL_USER,1.0,90
1BTC00820y,NORMAL_USER,1.0,90
1BTC00821z,NORMAL_USER,1.0,90
1BTC00822z,NORMAL_USER,1.0,90
1BTC00823b,NORMAL_USER,1.0,90
1BTC00824a,NORMAL_USER,1.0,90
1BTC00825z,NORMAL_USER,1.0,90
1BTC00826c,NORMAL_USER,1.0,90
1BTC00827z,NORMAL_USER,1.0,90
1BTC00828y,NORMAL_USER,1.0,90
1BTC00829a,NORMAL_USER,1.0,90
1BTC00830y,NORMAL_USER,1.0,90
1BTC00831a,NORMAL_USER,1.0,90
1BTC00832c,NORMAL_USER,1.0,90
1BTC00833y,NORMAL_USER,1.0,90
1BTC00834x,NORMAL_USER,1.0,90
1BTC00835z,NORMAL_USER,1.0,90
1BTC00836c,NORMAL_USER,1.0,90
1BTC00837a,NORMAL_USER,1.0,90
1BTC00838y,NORMAL_USER,1.0,90
1BTC00839z,NORMAL_USER,1.0,90
1BTC00840c,NORMAL_USER,1.0,90
1BTC00841a,NORMAL_USER,1.0,90
1BTC00842x,NORMAL_USER,1.0,90
1BTC00843x,NORMAL_USER,1.0,90
1BTC00844a,NORMAL_USER,1.0,90
1BTC00845x,NORMAL_USER,1.0,90
1BTC00846c,NORMAL_USER,1.0,90
1BTC00847z,NORMAL_USER,1.0,90
1BTC00848x,NORMAL_USER,1.0,90
1BTC00849z,NORMAL_USER,1.0,90
1BTC00850b,NORMAL_USER,1.0,90
1BTC00851x,NORMAL_USER,1.0,90
1BTC00852b,NORMAL_USER,1.0,90
1BTC00853z,NORMAL_USER,1.0,90
1BTC00854y,NORMAL_USER,1.0,90
1BTC00855z,NORMAL_USER,1.0,90
1BTC00856c,NORMAL_USER,1.0,90
1BTC00857y,NORMAL_USER,1.0,90
1BTC00858y,NORMAL_USER,1.0,90
1BTC00859x,NORMAL_USER,1.0,90
1BTC00860x,NORMAL_USER,1.0,90
1BTC00861x,NORMAL_USER,1.0,90
1BTC00862z,NORMAL_USER,1.0,90
1BTC00863y,NORMAL_USER,1.0,90
1BTC00864c,NORMAL_USER,1.0,90
1BTC00865c,NORMAL_USER,1.0,90
1BTC00866b,NORMAL_USER,1.0,90
1BTC00867a,NORMAL_USER,1.0,90
1BTC00868c,NORMAL_USER,1.0,90
1BTC00869x,NORMAL_USER,1.0,90
1BTC00870b,NORMAL_USER,1.0,90
1BTC00871x,NORMAL_USER,1.0,90
1BTC00872y,NORMAL_USER,1.0,90
1BTC00873y,NORMAL_USER,1.0,90
1BTC00874z,NORMAL_USER,1.0,90
1BTC00875x,NORMAL_USER,1.0,90
1BTC00876c,NORMAL_USER,1.0,90
1BTC00877a,NORMAL_USER,1.0,90
1BTC00878x,NORMAL_USER,1.0,90
1BTC00879c,NORMAL_USER,1.0,90
1BTC00880b,NORMAL_USER,1.0,90
1BTC00881x,NORMAL_USER,1.0,90
1BTC00882b,NORMAL_USER,1.0,90
1BTC00883c,NORMAL_USER,1.0,90
1BTC00884c,NORMAL_USER,1.0,90
1BTC00885c,NORMAL_USER,1.0,90
1BTC00886c,NORMAL_USER,1.0,90
1BTC00887y,NORMAL_USER,1.0,90
1BTC00888z,NORMAL_USER,1.0,90
1BTC00889c,NORMAL_USER,1.0,90
1BTC00890y,NORMAL_USER,1.0,90
1BTC00891a,NORMAL_USER,1.0,90
1BTC00892y,NORMAL_USER,1.0,90
1BTC00893b,NORMAL_USER,1.0,90
1BTC00894a,NORMAL_USER,1.0,90
1BTC00895b,NORMAL_USER,1.0,90
1BTC00896z,NORMAL_USER,1.0,90
1BTC00897x,NORMAL_USER,1.0,90
1BTC00898x,NORMAL_USER,1.0,90
1BTC00899y,NORMAL_USER,1.0,90
1BTC00900b,NORMAL_USER,1.0,90
1BTC00901z,NORMAL_USER,1.0,90
1BTC00902x,NORMAL_USER,1.0,90
1BTC00903z,NORMAL_USER,1.0,90
1BTC00904z,NORMAL_USER,1.0,90
1BTC00905x,NORMAL_USER,1.0,90
1BTC00906x,NORMAL_USER,1.0,90
1BTC00907a,NORMAL_USER,1.0,90
1BTC00908a,NORMAL_USER,1.0,90
1BTC00909c,NORMAL_USER,1.0,90
1BTC00910b,NORMAL_USER,1.0,90
1BTC00911x,NORMAL_USER,1.0,90
1BTC00912z,NORMAL_USER,1.0,90
1BTC00913b,NORMAL_USER,1.0,90
1BTC00914c,NORMAL_USER,1.0,90
1BTC00915z,NORMAL_USER,1.0,90
1BTC00916y,NORMAL_USER,1.0,90
1BTC00917c,NORMAL_USER,1.0,90
1BTC00918x,NORMAL_USER,1.0,90
1BTC00919y,NORMAL_USER,1.0,90
1BTC00920y,NORMAL_USER,1.0,90
1BTC00921c,NORMAL_USER,1.0,90
1BTC00922x,NORMAL_USER,1.0,90
1BTC00923z,NORMAL_USER,1.0,90
1BTC00924y,NORMAL_USER,1.0,90
1BTC00925c,NORMAL_USER,1.0,90
1BTC00926c,NORMAL_USER,1.0,90
1BTC00927z,NORMAL_USER,1.0,90
1BTC00928x,NORMAL_USER,1.0,90
1BTC00929c,NORMAL_USER,1.0,90
1BTC00930c,NORMAL_USER,1.0,90
1BTC00931c,NORMAL_USER,1.0,90
1BTC00932b,NORMAL_USER,1.0,90
1BTC00933a,NORMAL_USER,1.0,90
1BTC00934z,NORMAL_USER,1.0,90
1BTC00935b,NORMAL_USER,1.0,90
1BTC00936c,NORMAL_USER,1.0,90
1BTC00937a,NORMAL_USER,1.0,90
1BTC00938z,NORMAL_USER,1.0,90
1BTC00939y,NORMAL_USER,1.0,90
1BTC00940z,NORMAL_USER,1.0,90
1BTC00941b,NORMAL_USER,1.0,90
1BTC00942b,NORMAL_USER,1.0,90
1BTC00943b,NORMAL_USER,1.0,90
1BTC00944z,NORMAL_USER,1.0,90
1BTC00945x,NORMAL_USER,1.0,90
1BTC00946c,NORMAL_USER,1.0,90
1BTC00947z,NORMAL_USER,1.0,90
1BTC00948y,NORMAL_USER,1.0,90
1BTC00949y,NORMAL_USER,1.0,90
1BTC00950y,NORMAL_USER,1.0,90
1BTC00951c,NORMAL_USER,1.0,90
1BTC00952a,NORMAL_USER,1.0,90
1BTC00953b,NORMAL_USER,1.0,90
1BTC00954c,NORMAL_USER,1.0,90
1BTC00955b,NORMAL_USER,1.0,90
1BTC00956c,NORMAL_USER,1.0,90
1BTC00957b,NORMAL_USER,1.0,90
1BTC00958c,NORMAL_USER,1.0,90
1BTC00959a,NORMAL_USER,1.0,90
1BTC00960z,NORMAL_USER,1.0,90
1BTC00961y,NORMAL_USER,1.0,90
1BTC00962b,NORMAL_USER,1.0,90
1BTC00963c,NORMAL_USER,1.0,90
1BTC00964a,NORMAL_USER,1.0,90
1BTC00965a,NORMAL_USER,1.0,90
1BTC00966y,NORMAL_USER,1.0,90
1BTC00967c,NORMAL_USER,1.0,90
1BTC00968z,NORMAL_USER,1.0,90
1BTC00969b,NORMAL_USER,1.0,90
1BTC00970z,NORMAL_USER,1.0,90
1BTC00971x,NORMAL_USER,1.0,90
1BTC00972a,NORMAL_USER,1.0,90
1BTC00973a,NORMAL_USER,1.0,90
1BTC00974y,NORMAL_USER,1.0,90
1BTC00975c,NORMAL_USER,1.0,90
1BTC00976x,NORMAL_USER,1.0,90
1BTC00977x,NORMAL_USER,1.0,90
1BTC00978x,NORMAL_USER,1.0,90
1BTC00979c,NORMAL_USER,1.0,90
1BTC00980b,NORMAL_USER,1.0,90
1BTC00981a,NORMAL_USER,1.0,90
1BTC00982c,NORMAL_USER,1.0,90
1BTC00983x,NORMAL_USER,1.0,90
1BTC00984a,NORMAL_USER,1.0,90
1BTC00985a,NORMAL_USER,1.0,90
1BTC00986x,NORMAL_USER,1.0,90
1BTC00987x,NORMAL_USER,1.0,90
1BTC00988a,NORMAL_USER,1.0,90
1BTC00989y,NORMAL_USER,1.0,90
1BTC00990z,NORMAL_USER,1.0,90
1BTC00991z,NORMAL_USER,1.0,90
1BTC00992a,NORMAL_USER,1.0,90
1BTC00993b,NORMAL_USER,1.0,90
1BTC00994b,NORMAL_USER,1.0,90
1BTC00995y,NORMAL_USER,1.0,90
1BTC00996c,NORMAL_USER,1.0,90
1BTC00997a,NORMAL_USER,1.0,90
1BTC00998b,NORMAL_USER,1.0,90
1BTC00999a,NORMAL_USER,1.0,90
1BTC01000y,NORMAL_USER,1.0,90
1BTC01001x,NORMAL_USER,1.0,90
1BTC01002y,NORMAL_USER,1.0,90
1BTC01003y,NORMAL_USER,1.0,90
1BTC01004y,NORMAL_USER,1.0,90
1BTC01005b,NORMAL_USER,1.0,90
1BTC01006y,NORMAL_USER,1.0,90
1BTC01007x,NORMAL_USER,1.0,90
1BTC01008x,NORMAL_USER,1.0,90
1BTC01009x,NORMAL_USER,1.0,90
1BTC01010c,NORMAL_USER,1.0,90
1BTC01011y,NORMAL_USER,1.0,90
1BTC01012x,NORMAL_USER,1.0,90
1BTC01013c,NORMAL_USER,1.0,90
1BTC01014y,NORMAL_USER,1.0,90
1BTC01015y,NORMAL_USER,1.0,90
1BTC01016a,NORMAL_USER,1.0,90
1BTC01017y,NORMAL_USER,1.0,90
1BTC01018z,NORMAL_USER,1.0,90
1BTC01019a,NORMAL_USER,1.0,90
1BTC01020b,NORMAL_USER,1.0,90
1BTC01021z,NORMAL_USER,1.0,90
1BTC01022b,NORMAL_USER,1.0,90
1BTC01023c,NORMAL_USER,1.0,90
1BTC01024z,NORMAL_USER,1.0,90
1BTC01025a,NORMAL_USER,1.0,90
1BTC01026b,NORMAL_USER,1.0,90
1BTC01027b,NORMAL_USER,1.0,90
1BTC01028b,NORMAL_USER,1.0,90
1BTC01029y,NORMAL_USER,1.0,90
1BTC01030a,NORMAL_USER,1.0,90
1BTC01031b,NORMAL_USER,1.0,90
1BTC01032a,NORMAL_USER,1.0,90
1BTC01033x,NORMAL_USER,1.0,90
1BTC01034x,NORMAL_USER,1.0,90
1BTC01035z,NORMAL_USER,1.0,90
1BTC01036y,NORMAL_USER,1.0,90
1BTC01037x,NORMAL_USER,1.0,90
1BTC01038c,NORMAL_USER,1.0,90
1BTC01039a,NORMAL_USER,1.0,90
1BTC01040b,NORMAL_USER,1.0,90
1BTC01041c,NORMAL_USER,1.0,90
1BTC01042z,NORMAL_USER,1.0,90
1BTC01043c,NORMAL_USER,1.0,90
1BTC01044z,NORMAL_USER,1.0,90
1BTC01045x,NORMAL_USER,1.0,90
1BTC01046a,NORMAL_USER,1.0,90
1BTC01047z,NORMAL_USER,1.0,90
1BTC01048b,NORMAL_USER,1.0,90
1BTC01049c,NORMAL_USER,1.0,90
1BTC01050z,NORMAL_USER,1.0,90
1BTC01051y,NORMAL_USER,1.0,90
1BTC01052z,NORMAL_USER,1.0,90
1BTC01053b,NORMAL_USER,1.0,90
1BTC01054x,NORMAL_USER,1.0,90
1BTC01055a,NORMAL_USER,1.0,90
1BTC01056y,NORMAL_USER,1.0,90
1BTC01057b,NORMAL_USER,1.0,90
1BTC01058z,NORMAL_USER,1.0,90
1BTC01059b,NORMAL_USER,1.0,90
1BTC01060c,NORMAL_USER,1.0,90
1BTC01061b,NORMAL_USER,1.0,90
1BTC01062a,NORMAL_USER,1.0,90
1BTC01063a,NORMAL_USER,1.0,90
1BTC01064b,NORMAL_USER,1.0,90
1BTC01065c,NORMAL_USER,1.0,90
1BTC01066y,NORMAL_USER,1.0,90
1BTC01067z,NORMAL_USER,1.0,90
1BTC01068y,NORMAL_USER,1.0,90
1BTC01069c,NORMAL_USER,1.0,90
1BTC01070x,NORMAL_USER,1.0,90
1BTC01071a,NORMAL_USER,1.0,90
1BTC01072x,NORMAL_USER,1.0,90
1BTC01073z,NORMAL_USER,1.0,90
1BTC01074c,NORMAL_USER,1.0,90
1BTC01075z,NORMAL_USER,1.0,90
1BTC01076x,NORMAL_USER,1.0,90
1BTC01077c,NORMAL_USER,1.0,90
1BTC01078y,NORMAL_USER,1.0,90
1BTC01079y,NORMAL_USER,1.0,90
1BTC01080x,NORMAL_USER,1.0,90
1BTC01081x,NORMAL_USER,1.0,90
1BTC01082a,NORMAL_USER,1.0,90
1BTC01083y,NORMAL_USER,1.0,90
1BTC01084a,NORMAL_USER,1.0,90
1BTC01085x,NORMAL_USER,1.0,90
1BTC01086z,NORMAL_USER,1.0,90
1BTC01087c,NORMAL_USER,1.0,90
1BTC01088y,NORMAL_USER,1.0,90
1BTC01089c,NORMAL_USER,1.0,90
1BTC01090a,NORMAL_USER,1.0,90
1BTC01091a,NORMAL_USER,1.0,90
1BTC01092b,NORMAL_USER,1.0,90
1BTC01093z,NORMAL_USER,1.0,90
1BTC01094y,NORMAL_USER,1.0,90
1BTC01095y,NORMAL_USER,1.0,90
1BTC01096a,NORMAL_USER,1.0,90
1BTC01097z,NORMAL_USER,1.0,90
1BTC01098c,NORMAL_USER,1.0,90
1BTC01099y,NORMAL_USER,1.0,90
1BTC01100a,NORMAL_USER,1.0,90
1BTC01101b,NORMAL_USER,1.0,90
1BTC01102x,NORMAL_USER,1.0,90
1BTC01103y,NORMAL_USER,1.0,90
1BTC01104z,NORMAL_USER,1.0,90
1BTC01105x,NORMAL_USER,1.0,90
1BTC01106c,NORMAL_USER,1.0,90
1BTC01107b,NORMAL_USER,1.0,90
1BTC01108y,NORMAL_USER,1.0,90
1BTC01109x,NORMAL_USER,1.0,90
1BTC01110z,NORMAL_USER,1.0,90
1BTC01111x,NORMAL_USER,1.0,90
1BTC01112a,NORMAL_USER,1.0,90
1BTC01113x,NORMAL_USER,1.0,90
1BTC01114c,NORMAL_USER,1.0,90
1BTC01115x,NORMAL_USER,1.0,90
1BTC01116c,NORMAL_USER,1.0,90
1BTC01117c,NORMAL_USER,1.0,90
1BTC01118z,NORMAL_USER,1.0,90
1BTC01119a,NORMAL_USER,1.0,90
1BTC01120b,NORMAL_USER,1.0,90
1BTC01121c,NORMAL_USER,1.0,90
1BTC01122x,NORMAL_USER,1.0,90
1BTC01123z,NORMAL_USER,1.0,90
1BTC01124x,NORMAL_USER,1.0,90
1BTC01125c,NORMAL_USER,1.0,90
1BTC01126z,NORMAL_USER,1.0,90
1BTC01127x,NORMAL_USER,1.0,90
1BTC01128y,NORMAL_USER,1.0,90
1BTC01129a,NORMAL_USER,1.0,90
1BTC01130x,NORMAL_USER,1.0,90
1BTC01131a,NORMAL_USER,1.0,90
1BTC01132c,NORMAL_USER,1.0,90
1BTC01133c,NORMAL_USER,1.0,90
1BTC01134c,NORMAL_USER,1.0,90
1BTC01135a,NORMAL_USER,1.0,90
1BTC01136x,NORMAL_USER,1.0,90
1BTC01137y,NORMAL_USER,1.0,90
1BTC01138a,NORMAL_USER,1.0,90
1BTC01139z,NORMAL_USER,1.0,90
1BTC01140y,NORMAL_USER,1.0,90
1BTC01141x,NORMAL_USER,1.0,90
1BTC01142x,NORMAL_USER,1.0,90
1BTC01143a,NORMAL_USER,1.0,90
1BTC01144b,NORMAL_USER,1.0,90
1BTC01145y,NORMAL_USER,1.0,90
1BTC01146c,NORMAL_USER,1.0,90
1BTC01147y,NORMAL_USER,1.0,90
1BTC01148x,NORMAL_USER,1.0,90
1BTC01149z,NORMAL_USER,1.0,90
1BTC01150x,NORMAL_USER,1.0,90
1BTC01151a,NORMAL_USER,1.0,90
1BTC01152b,NORMAL_USER,1.0,90
1BTC01153c,NORMAL_USER,1.0,90
1BTC01154y,NORMAL_USER,1.0,90
1BTC01155b,NORMAL_USER,1.0,90
1BTC01156c,NORMAL_USER,1.0,90
1BTC01157x,NORMAL_USER,1.0,90
1BTC01158z,NORMAL_USER,1.0,90
1BTC01159x,NORMAL_USER,1.0,90
1BTC01160a,NORMAL_USER,1.0,90
1BTC01161a,NORMAL_USER,1.0,90
1BTC01162z,NORMAL_USER,1.0,90
1BTC01163y,NORMAL_USER,1.0,90
1BTC01164b,NORMAL_USER,1.0,90
1BTC01165z,NORMAL_USER,1.0,90
1BTC01166b,NORMAL_USER,1.0,90
1BTC01167c,NORMAL_USER,1.0,90
1BTC01168y,NORMAL_USER,1.0,90
1BTC01169a,NORMAL_USER,1.0,90
1BTC01170y,NORMAL_USER,1.0,90
1BTC01171x,NORMAL_USER,1.0,90
1BTC01172a,NORMAL_USER,1.0,90
1BTC01173b,NORMAL_USER,1.0,90
1BTC01174a,NORMAL_USER,1.0,90
1BTC01175x,NORMAL_USER,1.0,90
1BTC01176a,NORMAL_USER,1.0,90
1BTC01177z,NORMAL_USER,1.0,90
1BTC01178b,NORMAL_USER,1.0,90
1BTC01179x,NORMAL_USER,1.0,90
1BTC01180z,NORMAL_USER,1.0,90
1BTC01181c,NORMAL_USER,1.0,90
1BTC01182y,NORMAL_USER,1.0,90
1BTC01183z,NORMAL_USER,1.0,90
1BTC01184c,NORMAL_USER,1.0,90
1BTC01185x,NORMAL_USER,1.0,90
1BTC01186x,NORMAL_USER,1.0,90
1BTC01187x,NORMAL_USER,1.0,90
1BTC01188b,NORMAL_USER,1.0,90
1BTC01189x,NORMAL_USER,1.0,90
1BTC01190y,NORMAL_USER,1.0,90
1BTC01191b,NORMAL_USER,1.0,90
1BTC01192x,NORMAL_USER,1.0,90
1BTC01193b,NORMAL_USER,1.0,90
1BTC01194y,NORMAL_USER,1.0,90
1BTC01195y,NORMAL_USER,1.0,90
1BTC01196z,NORMAL_USER,1.0,90
1BTC01197b,NORMAL_USER,1.0,90
1BTC01198a,NORMAL_USER,1.0,90
1BTC01199c,NORMAL_USER,1.0,90
