txid,timestamp,datetime,src_ip,dst_ip,primary_wallet,src_country,src_asn,label,entity_type,input_count,output_count,total_input_amount,total_output_amount,transaction_value,fee,fee_ratio,input_output_ratio,amount_in_out_ratio,fan_out_ratio,output_amount_variance,output_entropy,input_entropy,is_high_fanout,is_high_fanin,wallet_prior_tx_count,wallet_prior_sent_count,wallet_prior_recv_count,wallet_unique_ips_count,wallet_unique_asns_count,wallet_avg_sent_amount,wallet_std_sent_amount,wallet_avg_recv_amount,wallet_in_out_tx_ratio,ip_prior_tx_count,ip_associated_wallets_count,ip_unique_ports_used,is_standard_btc_port,is_ephemeral_src_port,shared_infrastructure_indicator,time_since_prev_wallet_tx,time_since_prev_ip_tx,burst_score,wallet_txs_last_1h,wallet_txs_last_6h,wallet_txs_last_24h,wallet_txs_last_7d,ip_txs_last_1h,ip_txs_last_24h,wallet_tx_velocity_per_hour,graph_degree,graph_in_degree,graph_out_degree,graph_pagerank,graph_2hop_neighbors,graph_3hop_neighbors,ml_probability,anomaly_score,graph_score,composite_risk_score,risk_level
TX_000765_8688,2026-01-04 11:21:13,2026-01-04 11:21:13,185.220.101.144,185.220.101.230,1BTC00405x,Netherlands,AS13335,0,NORMAL_USER,2.0,2.0,1.731198,1.7293669999999999,1.731198,0.001831,0.0010576490961750186,1.0,1.0010587689021475,0.9999950000249999,0.012151204056250002,0.9882447472581495,0.9999681136428089,0.0,0.0,16.0,11.0,5.0,3.0,2.0,0.6136542727272728,0.3990133561663161,7.4882514,0.45454545454545453,21.0,4.0,21.0,1.0,1.0,0.4,76523.0,22997.0,0.0007840779895215716,0.0,0.0,2.0,7.0,0.0,8.0,0.08333333333333333,8.0,4.0,4.0,0.15049770966614393,38.0,783.0,0.00024030262,15.219588255698552,0.0,4.8,LOW
TX_000766_9324,2026-01-04 11:35:46,2026-01-04 11:35:46,51.15.89.186,91.200.12.50,1BTC00064y,Germany,AS24940,0,NORMAL_USER,1.0,2.0,0.159436,0.159323,0.159436,0.000113,0.000708748337891066,0.5,1.0007092510183715,1.9999800001999979,1.2532802500000056e-06,0.9998575343790066,0.0,0.0,0.0,12.0,8.0,4.0,1.0,1.0,0.5035704999999999,0.31365782703050793,0.8348392499999999,0.5,15.0,17.0,15.0,1.0,1.0,1.0,4198.0,4198.0,0.014292520213690997,0.0,2.0,2.0,6.0,0.0,6.0,0.08333333333333333,7.0,3.0,4.0,0.12328903083995749,109.0,490.0,0.0002384103,13.308761916481515,0.0,6.8,LOW
TX_000767_3083,2026-01-04 11:39:36,2026-01-04 11:39:36,103.21.244.121,51.15.89.211,1BTC00482y,India,AS55836,0,NORMAL_USER,2.0,1.0,1.142188,1.141463,1.142188,0.000725,0.0006347466441601557,2.0,1.0006351498033665,0.49999750001249993,0.0,0.0,0.9999798148108026,0.0,0.0,17.0,12.0,5.0,7.0,5.0,2.5389375,1.7758578919311319,4.519632,0.4166666666666667,19.0,44.0,19.0,1.0,1.0,1.0,35914.0,24046.0,0.0016706576817757258,0.0,0.0,1.0,3.0,0.0,6.0,0.041666666666666664,7.0,4.0,3.0,0.16087773220310408,161.0,211.0,0.0003761427,13.302623205368485,0.0,6.3,LOW
TX_000768_0585,2026-01-04 11:42:29,2026-01-04 11:42:29,51.15.89.211,51.15.89.211,1BTC00001a,Germany,AS24940,0,NORMAL_USER,1.0,2.0,0.039872,0.039820999999999995,0.039872,5.1e-05,0.0012790930979133227,0.5,1.0012807312724443,1.9999800001999979,2.3870250000000038e-08,0.9999565648289008,0.0,0.0,0.0,28.0,26.0,2.0,6.0,5.0,0.8425091923076924,0.689260991658849,0.8983895,0.07692307692307693,43.0,20.0,43.0,1.0,1.0,1.0,2590.0,2590.0,0.02316602307657906,1.0,1.0,3.0,19.0,1.0,11.0,0.125,6.0,3.0,3.0,0.139752555053135,101.0,550.0,0.00027261532,19.323534132277175,0.0,8.1,LOW
TX_000769_0467,2026-01-04 11:52:37,2026-01-04 11:52:37,194.87.144.212,119.81.130.58,1BTC00294b,Russia,AS12389,0,NORMAL_USER,2.0,1.0,1.7762639999999998,1.772866,1.7762639999999998,0.003398,0.0019130039228402987,2.0,1.0019166705210658,0.49999750001249993,0.0,0.0,0.996529071865343,0.0,0.0,33.0,27.0,6.0,8.0,5.0,1.206807703703704,1.4851254145164483,1.805933666666667,0.2222222222222222,29.0,34.0,29.0,1.0,1.0,1.0,29209.0,32061.0,0.0020541613879098354,0.0,0.0,3.0,17.0,0.0,4.0,0.125,7.0,4.0,3.0,0.22410845948028452,60.0,1109.0,0.0002510599,17.652321862569387,0.0,7.2,LOW
TX_000770_6273,2026-01-04 11:56:34,2026-01-04 11:56:34,194.87.144.143,45.33.32.132,1BTC00294b,Russia,AS12389,0,NORMAL_USER,1.0,2.0,0.02207,0.022019999999999998,0.02207,5e-05,0.002265518803806072,0.5,1.0022706630336058,1.9999800001999979,1.5760900000000052e-07,0.9990619087860311,0.0,0.0,0.0,34.0,28.0,6.0,8.0,5.0,1.1932270714285715,1.4600704997158511,1.805933666666667,0.21428571428571427,7.0,5.0,7.0,1.0,1.0,0.5,237.0,32290.0,0.2531645462799769,1.0,1.0,4.0,18.0,0.0,3.0,0.16666666666666666,7.0,3.0,4.0,0.18129468368095528,61.0,637.0,0.00032273453,23.2563240920948,100.0,27.9,LOW
TX_000771_4853,2026-01-04 12:11:08,2026-01-04 12:11:08,51.15.89.154,104.244.72.169,1BTC00359a,Germany,AS24940,0,MINER,1.0,5.0,7.777249,7.766602,7.777249,0.010647,0.0013689930719718501,0.2,1.0013708697832078,4.999950000499995,0.030232253909840003,2.312948282075344,0.0,0.0,0.0,11.0,9.0,2.0,5.0,3.0,2.1984397777777778,1.889647298472553,0.6625675,0.2222222222222222,20.0,14.0,13.0,1.0,1.0,1.0,10473.0,12657.0,0.005729017468033021,0.0,2.0,4.0,6.0,0.0,5.0,0.16666666666666666,10.0,3.0,7.0,0.12767366250357826,80.0,159.0,0.004286848,21.655593652412136,0.0,9.6,LOW
TX_000772_4004,2026-01-04 12:11:21,2026-01-04 12:11:21,194.87.144.11,91.200.12.248,1BTC00194x,Russia,AS12389,1,SUSPICIOUS_ACTOR,2.0,9.0,11.304765,11.289302,11.304765,0.015463,0.0013678302910321443,0.2222222222222222,1.001369703813398,4.499977500112499,0.04970942019320988,3.1490405076375394,0.9992630164471539,1.0,0.0,19.0,15.0,4.0,10.0,6.0,4.779747066666667,3.278767802528636,3.9289245000000004,0.26666666666666666,16.0,17.0,16.0,0.0,1.0,1.0,5323.0,5376.0,0.011271839167251852,0.0,1.0,1.0,6.0,0.0,6.0,0.041666666666666664,15.0,4.0,11.0,0.13237306865141624,186.0,485.0,0.9972851,31.8815131113246,0.0,61.1,HIGH
TX_000773_2299,2026-01-04 12:16:18,2026-01-04 12:16:18,51.15.89.74,119.81.130.205,1BTC00215c,Germany,AS24940,0,NORMAL_USER,2.0,2.0,0.442458,0.441701,0.442458,0.000757,0.0017108968534866585,1.0,1.0017138290381955,0.9999950000249999,0.0004573823822500001,0.993225020491648,0.9992434327921668,0.0,0.0,19.0,14.0,5.0,3.0,3.0,0.8687480000000001,0.5647413558942587,2.9739262,0.35714285714285715,42.0,15.0,42.0,1.0,1.0,1.0,26556.0,4910.0,0.0022593764112594605,0.0,0.0,2.0,12.0,0.0,13.0,0.08333333333333333,8.0,4.0,4.0,0.11191366801186685,73.0,566.0,0.00022637911,12.931314735873583,0.0,6.4,LOW
TX_000774_7787,2026-01-04 12:16:26,2026-01-04 12:16:26,194.87.144.172,91.200.12.87,1BTC00285x,Russia,AS12389,1,SUSPICIOUS_ACTOR,10.0,2.0,30.323135,30.315137,30.323135,0.007998,0.0002637590077675016,5.0,1.000263828594936,0.1999998000002,0.23516243916025062,0.9992615390556965,3.3196089601236243,0.0,1.0,15.0,5.0,10.0,4.0,3.0,10.8391832,15.842452563256126,2.4982552,2.0,23.0,28.0,14.0,1.0,1.0,1.0,56829.0,17401.0,0.0010557989756892082,0.0,0.0,1.0,1.0,0.0,7.0,0.041666666666666664,16.0,12.0,4.0,0.3458507819443492,78.0,565.0,0.99934775,39.79796213662266,0.0,61.5,HIGH
TX_000775_3670,2026-01-04 12:17:20,2026-01-04 12:17:20,45.33.32.211,103.21.244.121,1BTC00313x,Switzerland,AS51167,0,EXCHANGE,7.0,16.0,89.148586,88.984079,89.148586,0.164507,0.0018453124988432235,0.4375,1.0018487239722962,2.285711020412828,1.1736757003056835,3.9640497887550534,2.8049871407870497,1.0,1.0,12.0,5.0,7.0,4.0,4.0,11.0192176,5.302589986968354,0.6426117142857143,1.4,4.0,21.0,4.0,0.0,1.0,1.0,86400.0,8635.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,9.0,18.0,0.31041706761982923,392.0,585.0,0.0018813163,47.63877718389124,0.0,13.8,LOW
TX_000776_3696,2026-01-04 12:17:29,2026-01-04 12:17:29,194.87.144.55,194.87.144.59,1BTC00467x,Russia,AS12389,0,EXCHANGE,11.0,20.0,72.413864,72.362579,72.413864,0.051285,0.0007082207351896039,0.55,1.0007087226672782,1.818180165290759,0.33126622837444747,4.2988838761844015,3.4574572447854486,1.0,1.0,8.0,4.0,4.0,4.0,4.0,5.45720625,4.025326407395516,3.911324,1.0,8.0,27.0,8.0,1.0,1.0,1.0,86400.0,17997.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,3.0,0.0,35.0,13.0,22.0,0.22405649450116685,385.0,832.0,0.0015904935,44.77865414915455,0.0,13.1,LOW
TX_000777_9140,2026-01-04 12:29:28,2026-01-04 12:29:28,51.15.89.211,119.81.130.205,1BTC00109c,Germany,AS24940,0,NORMAL_USER,2.0,2.0,0.476405,0.47603799999999996,0.476405,0.000367,0.000770352955993325,1.0,1.0007709468571837,0.9999950000249999,0.0005066550809999994,0.9935392511451124,0.9988105149949003,0.0,0.0,12.0,11.0,1.0,1.0,1.0,0.42495490909090905,0.2504233975702512,0.251493,0.09090909090909091,44.0,20.0,44.0,0.0,1.0,1.0,46527.0,2819.0,0.0012895737955833013,0.0,0.0,2.0,6.0,1.0,12.0,0.08333333333333333,8.0,4.0,4.0,0.12261188871487072,57.0,599.0,0.00022637911,16.723372970008903,0.0,7.2,LOW
TX_000778_9519,2026-01-04 12:40:47,2026-01-04 12:40:47,194.87.144.47,104.244.72.159,1BTC00305z,Russia,AS12389,0,MINER,1.0,3.0,10.624122,10.604862,10.624122,0.01926,0.0018128556882159297,0.3333333333333333,1.0018161481026344,2.9999700002999967,0.10045571533399994,1.5790907749245027,0.0,0.0,0.0,14.0,7.0,7.0,6.0,4.0,2.75847,1.1072943764409329,2.5236554285714283,1.0,22.0,7.0,13.0,1.0,1.0,0.7,236526.0,12252.0,0.00025367190075282754,0.0,0.0,0.0,1.0,0.0,8.0,0.0,8.0,3.0,5.0,0.10361026230630205,165.0,484.0,0.0013714607,19.892894387634104,0.0,7.4,LOW
TX_000779_7237,2026-01-04 12:41:35,2026-01-04 12:41:35,194.87.144.55,194.87.144.91,1BTC00093y,Russia,AS12389,0,EXCHANGE,8.0,19.0,31.143384,31.123269,31.143384,0.020115,0.0006458835687220117,0.42105263157894735,1.0006463010039208,2.374997031253711,0.024345495611955682,4.241350959102916,2.9987677969414617,1.0,1.0,14.0,10.0,4.0,4.0,3.0,10.4201988,7.886997360493761,2.8553177499999998,0.4,9.0,37.0,9.0,1.0,1.0,1.0,86400.0,1446.0,0.0006944444443640689,0.0,0.0,0.0,0.0,1.0,4.0,0.0,31.0,10.0,21.0,0.22912283010824544,301.0,398.0,0.004989511,43.62366603283023,0.0,13.2,LOW
TX_000780_9070,2026-01-04 12:43:35,2026-01-04 12:43:35,178.62.204.58,185.220.101.221,1BTC00301x,United Kingdom,AS2856,0,MERCHANT,3.0,1.0,0.28953,0.289036,0.28953,0.000494,0.001706213518460954,3.0,1.0017091296585892,0.3333322222259259,0.0,0.0,1.5841060382770369,0.0,0.0,14.0,5.0,9.0,1.0,1.0,0.30367939999999993,0.15233649954570966,2.5834632222222225,1.8,8.0,5.0,8.0,1.0,1.0,0.5,95815.0,72767.0,0.000626206752530793,0.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,5.0,3.0,0.16444769861112035,13.0,255.0,0.0004901243,18.771169891367954,0.0,5.6,LOW
TX_000781_0388,2026-01-04 12:51:43,2026-01-04 12:51:43,185.220.101.31,104.244.72.170,1BTC00320x,Netherlands,AS13335,0,MERCHANT,2.0,3.0,2.1324870000000002,2.131555,2.1324870000000002,0.000932,0.00043704838528910134,0.6666666666666666,1.000437239480098,1.4999925000374998,0.0003373760888888895,1.584478400726808,0.9964752575719242,0.0,0.0,22.0,18.0,4.0,9.0,7.0,2.5964402777777775,3.9628993871091938,3.9622384999999998,0.2222222222222222,30.0,25.0,14.0,0.0,1.0,1.0,56274.0,22702.0,0.0010662117494640133,0.0,0.0,2.0,5.0,0.0,7.0,0.08333333333333333,9.0,4.0,5.0,0.1463884480436191,124.0,541.0,0.0007702088,17.750484980566263,0.0,7.5,LOW
TX_000782_1332,2026-01-04 13:01:09,2026-01-04 13:01:09,119.81.130.115,119.81.130.172,1BTC00226x,Singapore,AS4657,0,NORMAL_USER,1.0,2.0,0.018251,0.018201000000000002,0.018251,5e-05,0.0027395759136485676,0.5,1.0027471018075929,1.9999800001999979,9.477022499999991e-07,0.9917297766151147,0.0,0.0,0.0,20.0,14.0,6.0,8.0,7.0,3.3299776428571426,4.0933159951210465,3.9351756666666664,0.42857142857142855,4.0,3.0,4.0,1.0,1.0,0.3,84757.0,56840.0,0.0007079061315634217,0.0,0.0,1.0,3.0,0.0,1.0,0.041666666666666664,7.0,3.0,4.0,0.1282113116133585,12.0,332.0,0.0008011365,18.798750367440647,0.0,5.5,LOW
TX_000783_1736,2026-01-04 13:07:17,2026-01-04 13:07:17,91.200.12.253,45.33.32.39,1BTC00238a,Seychelles,AS36997,0,NORMAL_USER,2.0,2.0,0.957214,0.9561900000000001,0.957214,0.001024,0.0010697712319293281,1.0,1.0010709168679863,0.9999950000249999,0.004802212804,0.9847914267534182,0.9975982437748033,0.0,0.0,22.0,19.0,3.0,6.0,5.0,2.4772345789473684,4.753494681786679,4.6000803333333335,0.15789473684210525,13.0,7.0,13.0,0.0,1.0,0.7,12990.0,12990.0,0.004618937640786037,0.0,1.0,3.0,17.0,0.0,2.0,0.125,8.0,4.0,4.0,0.1612612570431225,53.0,1094.0,0.00039419497,18.522361772712816,0.0,6.5,LOW
TX_000784_9537,2026-01-04 13:18:34,2026-01-04 13:18:34,194.87.144.11,185.220.101.144,1BTC00455y,Russia,AS12389,0,NORMAL_USER,2.0,2.0,0.35256600000000005,0.351987,0.35256600000000005,0.000579,0.0016422457071867391,1.0,1.0016449471145243,0.9999950000249999,1.4405820250000055e-05,0.9996644764963123,0.9999800956661029,0.0,0.0,20.0,15.0,5.0,1.0,1.0,0.7150917333333334,0.47541612390528876,2.8402126,0.3333333333333333,17.0,17.0,17.0,0.0,1.0,1.0,9409.0,4033.0,0.006376873199726992,0.0,1.0,5.0,15.0,0.0,6.0,0.20833333333333334,8.0,4.0,4.0,0.20929340532406698,121.0,261.0,0.0002234724,16.897459963959342,0.0,7.2,LOW
TX_000785_4918,2026-01-04 13:18:41,2026-01-04 13:18:41,178.62.204.128,198.51.100.31,1BTC00081c,United Kingdom,AS2856,0,EXCHANGE,13.0,11.0,91.05152700000001,90.93216699999999,91.05152700000001,0.11936,0.0013109060762923831,1.1818181818181819,1.0013126268067494,0.8461531952667729,0.683223203953686,3.4523001606792394,3.698300572743239,1.0,1.0,9.0,4.0,5.0,3.0,3.0,8.04128325,4.459937408715866,3.9792485999999996,1.25,23.0,36.0,23.0,1.0,1.0,1.0,231316.0,9274.0,0.00025938542944459593,0.0,0.0,0.0,1.0,0.0,4.0,0.0,28.0,15.0,13.0,0.31859624628649175,182.0,591.0,0.0016176053,42.5585080954787,0.0,12.3,LOW
TX_000786_8853,2026-01-04 13:22:54,2026-01-04 13:22:54,185.220.101.170,103.21.244.121,1BTC00206x,Netherlands,AS13335,0,NORMAL_USER,1.0,1.0,1.538334,1.535612,1.538334,0.002722,0.001769446687130363,1.0,1.0017725831785633,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,2.0,2.0,0.6122075714285714,0.42770444248865436,0.7622156666666666,0.42857142857142855,19.0,6.0,19.0,1.0,1.0,0.6,53192.0,56979.0,0.0011279891710918955,0.0,0.0,1.0,5.0,0.0,4.0,0.041666666666666664,6.0,3.0,3.0,0.11375099286242221,73.0,436.0,0.00026694502,13.80321220419739,0.0,5.2,LOW
TX_000787_8250,2026-01-04 13:34:03,2026-01-04 13:34:03,198.51.100.86,51.15.89.201,1BTC00247z,Private Network,AS0,0,MERCHANT,1.0,3.0,0.646374,0.645741,0.646374,0.000633,0.0009793091925108374,0.3333333333333333,1.0009802691791292,2.9999700002999967,0.0013841494246666659,1.56410581676088,0.0,0.0,0.0,19.0,10.0,9.0,5.0,5.0,3.0157846999999998,5.996085644987353,2.9434883333333333,0.9,8.0,6.0,8.0,1.0,1.0,0.6,38147.0,26055.0,0.0015728628721595765,0.0,0.0,1.0,3.0,0.0,2.0,0.041666666666666664,8.0,3.0,5.0,0.1294226565690887,162.0,715.0,0.00087296,15.732348423602208,0.0,6.2,LOW
TX_000788_7244,2026-01-04 13:34:18,2026-01-04 13:34:18,119.81.130.58,178.62.204.85,1BTC00369y,Singapore,AS4657,1,SUSPICIOUS_ACTOR,2.0,19.0,26.66763,26.627998,26.66763,0.039632,0.0014861463129644443,0.10526315789473684,1.0014883582310619,9.499952500237498,0.018277256416559556,4.241195369536725,0.9992102610096042,1.0,0.0,5.0,1.0,4.0,1.0,1.0,3.939473,0.0,3.6705980000000005,4.0,0.0,0.0,0.0,1.0,1.0,0.0,86400.0,86400.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,21.0,0.3706310109375754,411.0,844.0,0.99906224,44.40057580713406,0.0,61.7,HIGH
TX_000789_7337,2026-01-04 13:38:27,2026-01-04 13:38:27,194.87.144.47,119.81.130.205,1BTC00159z,Russia,AS12389,0,NORMAL_USER,2.0,2.0,1.159537,1.159054,1.159537,0.000483,0.00041654556948161203,1.0,1.0004167191519981,0.9999950000249999,0.0007105423360000007,0.9984733468012603,0.9992564342843566,0.0,0.0,10.0,7.0,3.0,1.0,1.0,0.32198928571428576,0.18395195874366943,2.855767333333333,0.42857142857142855,23.0,7.0,13.0,1.0,1.0,0.7,43767.0,3460.0,0.0013708958801446531,0.0,0.0,2.0,4.0,1.0,9.0,0.08333333333333333,8.0,4.0,4.0,0.10962741902317708,48.0,911.0,0.00023535563,15.27083079288824,0.0,5.8,LOW
TX_000790_2346,2026-01-04 13:39:26,2026-01-04 13:39:26,185.220.101.79,119.81.130.115,1BTC00281z,Netherlands,AS13335,0,EXCHANGE,7.0,12.0,67.010922,67.003879,67.010922,0.007043,0.00010510226974641537,0.5833333333333334,1.0001051133173946,1.7142832653096212,0.2178484406474098,3.579827111553644,2.805733085620689,1.0,1.0,15.0,5.0,10.0,4.0,4.0,1.1936398000000001,1.6278410738806661,2.3240406,2.0,3.0,19.0,3.0,1.0,1.0,1.0,230531.0,31250.0,0.00026026868402686545,0.0,0.0,0.0,2.0,0.0,2.0,0.0,23.0,9.0,14.0,0.3067162237801099,311.0,823.0,0.0016580587,42.15223019277886,0.0,12.5,LOW
TX_000791_0728,2026-01-04 13:49:27,2026-01-04 13:49:27,91.200.12.50,104.244.72.169,1BTC00226x,Seychelles,AS36997,0,NORMAL_USER,1.0,1.0,1.511895,1.509265,1.511895,0.00263,0.0017395387907229007,1.0,1.001742570058936,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,22.0,16.0,6.0,8.0,7.0,3.390504,4.060494812676867,3.9351756666666664,0.375,8.0,3.0,8.0,1.0,1.0,0.3,2898.0,31122.0,0.02070393367596986,1.0,1.0,1.0,4.0,0.0,2.0,0.041666666666666664,6.0,3.0,3.0,0.12186261038589469,71.0,406.0,0.0007296591,20.71051045062103,0.0,5.6,LOW
TX_000792_3218,2026-01-04 13:50:42,2026-01-04 13:50:42,103.21.244.161,45.33.32.95,1BTC00105c,India,AS55836,0,NORMAL_USER,2.0,2.0,0.6368929999999999,0.636207,0.6368929999999999,0.000686,0.0010771040033412207,1.0,1.001078265407328,0.9999950000249999,0.0009056187422499997,0.9935344913792556,0.9992132977504657,0.0,0.0,10.0,5.0,5.0,2.0,2.0,0.5354934000000001,0.3896991395138562,4.2908478,1.0,8.0,4.0,8.0,1.0,1.0,0.4,14782.0,78748.0,0.004058990661575571,0.0,1.0,2.0,4.0,0.0,1.0,0.08333333333333333,8.0,4.0,4.0,0.15906154722678612,81.0,404.0,0.00029764898,13.717175578522294,0.0,4.5,LOW
TX_000793_6149,2026-01-04 14:04:00,2026-01-04 14:04:00,91.200.12.51,178.62.204.172,1BTC00482y,Seychelles,AS36997,1,SUSPICIOUS_ACTOR,2.0,10.0,38.587105,38.576386,38.587105,0.010719,0.00027778710012062315,0.2,1.0002778642872352,4.999975000125,0.18363631391003993,3.3128537837758634,0.9991610310323186,1.0,0.0,20.0,13.0,7.0,7.0,5.0,2.3877973076923076,1.7847132679426034,4.2099845714285715,0.5384615384615384,23.0,25.0,23.0,1.0,1.0,1.0,8664.0,11766.0,0.006925207748239603,0.0,1.0,2.0,4.0,0.0,8.0,0.08333333333333333,16.0,4.0,12.0,0.134743296231152,92.0,681.0,0.9993206,32.0068893450251,0.0,61.4,HIGH
TX_000794_6554,2026-01-04 14:07:47,2026-01-04 14:07:47,45.33.32.253,178.62.204.172,1BTC00383z,Switzerland,AS51167,0,NORMAL_USER,2.0,2.0,0.145884,0.145694,0.145884,0.00019,0.0013024046502700776,1.0,1.0013041031202385,0.9999950000249999,2.5654225e-05,0.9965099587747043,0.9993632470962376,0.0,0.0,15.0,9.0,6.0,2.0,2.0,0.48818755555555554,0.24656255896497753,3.7130571666666667,0.6666666666666666,23.0,31.0,17.0,1.0,1.0,1.0,82079.0,12293.0,0.0007310030579403985,0.0,0.0,1.0,6.0,0.0,8.0,0.041666666666666664,8.0,4.0,4.0,0.10173149175006505,27.0,298.0,0.00022290293,11.375276505551673,0.0,6.1,LOW
TX_000795_5390,2026-01-04 14:20:00,2026-01-04 14:20:00,185.220.101.31,51.15.89.211,1BTC00429z,Netherlands,AS13335,0,MINER,1.0,2.0,3.541429,3.540372,3.541429,0.001057,0.0002984670877208042,0.5,1.0002985561969193,1.9999800001999979,0.048170592484000026,0.988882506505429,0.0,0.0,0.0,11.0,4.0,7.0,2.0,2.0,6.6105875,4.016911745915853,1.8266502857142857,1.75,31.0,25.0,15.0,1.0,1.0,1.0,27999.0,5297.0,0.0021429336754373606,0.0,0.0,1.0,3.0,0.0,7.0,0.041666666666666664,7.0,3.0,4.0,0.10835730547790776,185.0,337.0,0.00053007004,17.439344063931646,0.0,7.6,LOW
TX_000796_0361,2026-01-04 14:21:02,2026-01-04 14:21:02,185.220.101.31,185.220.101.13,1BTC00018a,Netherlands,AS13335,0,NORMAL_USER,2.0,1.0,0.341804,0.341523,0.341804,0.000281,0.0008221085768452095,2.0,1.0008227849954467,0.49999750001249993,0.0,0.0,0.9999179210434814,0.0,0.0,27.0,25.0,2.0,7.0,4.0,4.12749928,10.872808675300575,0.431843,0.08,32.0,25.0,15.0,1.0,1.0,1.0,14886.0,62.0,0.0040306328066434015,0.0,1.0,3.0,15.0,1.0,8.0,0.125,7.0,4.0,3.0,0.10792612578478848,112.0,542.0,0.00046241225,19.442152985241464,0.0,7.6,LOW
TX_000797_7784,2026-01-04 14:24:35,2026-01-04 14:24:35,91.200.12.51,178.62.204.142,1BTC00357b,Seychelles,AS36997,0,NORMAL_USER,1.0,2.0,0.339783,0.339308,0.339783,0.000475,0.0013979510452259236,0.5,1.001399908048145,1.9999800001999979,4.070439999999996e-05,0.9989796243102258,0.0,0.0,0.0,23.0,20.0,3.0,3.0,3.0,0.43748485000000004,0.3183729774200812,4.665099666666666,0.15,24.0,26.0,24.0,1.0,1.0,1.0,11831.0,1235.0,0.005071422529734238,0.0,1.0,5.0,19.0,1.0,9.0,0.20833333333333334,7.0,3.0,4.0,0.11669195154765985,17.0,178.0,0.00019743356,16.27005262974826,0.0,7.4,LOW
TX_000798_0036,2026-01-04 14:25:16,2026-01-04 14:25:16,45.33.32.211,185.220.101.13,1BTC00228z,Switzerland,AS51167,0,EXCHANGE,9.0,8.0,7.515098,7.511623,7.515098,0.003475,0.0004624024863015758,1.125,1.0004626164012758,0.8888879012356653,0.009478103157859373,2.9920607774624375,3.1683488273496137,1.0,1.0,10.0,5.0,5.0,4.0,4.0,9.920199199999999,5.590088660377629,1.0568738000000002,1.0,5.0,23.0,5.0,1.0,1.0,1.0,15193.0,7676.0,0.003949187123050624,0.0,1.0,2.0,3.0,0.0,3.0,0.08333333333333333,21.0,11.0,10.0,0.28806313747466417,116.0,598.0,0.0035305761,36.54024184239766,0.0,11.3,LOW
TX_000799_7366,2026-01-04 14:39:03,2026-01-04 14:39:03,194.87.144.13,198.51.100.120,1BTC00222z,Russia,AS12389,0,MERCHANT,1.0,2.0,0.320193,0.319992,0.320193,0.000201,0.0006277463904582549,0.5,1.0006281407035176,1.9999800001999979,0.00025648022500000003,0.9927605143830436,0.0,0.0,0.0,24.0,17.0,7.0,4.0,4.0,0.6900264705882353,0.5350110017491249,1.3620230000000002,0.4117647058823529,3.0,4.0,3.0,0.0,1.0,0.4,21387.0,22648.0,0.0028054425572518623,0.0,2.0,5.0,14.0,0.0,1.0,0.20833333333333334,7.0,3.0,4.0,0.13994703108989046,44.0,344.0,0.00031074113,21.475200910674193,0.0,6.3,LOW
TX_000800_3243,2026-01-04 14:51:51,2026-01-04 14:51:51,45.33.32.104,194.87.144.11,1BTC00277x,Switzerland,AS51167,0,NORMAL_USER,2.0,1.0,0.244819,0.244721,0.244819,9.8e-05,0.00040029572868118896,2.0,1.0004004560295194,0.49999750001249993,0.0,0.0,0.9972551969090323,0.0,0.0,10.0,7.0,3.0,2.0,2.0,0.4693884285714286,0.3119958586217164,1.0455513333333333,0.42857142857142855,16.0,9.0,16.0,0.0,1.0,0.9,158596.0,16735.0,0.0003783197558337966,0.0,0.0,0.0,4.0,0.0,2.0,0.0,7.0,4.0,3.0,0.1558857317672645,69.0,237.0,0.00030175748,16.531281905909758,0.0,6.6,LOW
TX_000801_6796,2026-01-04 14:51:56,2026-01-04 14:51:56,178.62.204.64,194.87.144.59,1BTC00259b,United Kingdom,AS2856,0,HIGH_VOLUME_SERVICE,2.0,2.0,6.336081999999999,6.330354,6.336081999999999,0.005728,0.0009040287041739675,1.0,1.000904846711574,0.9999950000249999,0.07418487216100005,0.9946518800453179,0.999306141063095,0.0,0.0,9.0,3.0,6.0,3.0,3.0,1.0289976666666665,0.8672481137261443,8.417400166666667,2.0,6.0,14.0,6.0,1.0,1.0,1.0,86400.0,25548.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,4.0,0.25970883412662776,78.0,282.0,0.0004294264,16.09581733903338,0.0,7.0,LOW
