txid,timestamp,datetime,src_ip,dst_ip,primary_wallet,src_country,src_asn,label,entity_type,input_count,output_count,total_input_amount,total_output_amount,transaction_value,fee,fee_ratio,input_output_ratio,amount_in_out_ratio,fan_out_ratio,output_amount_variance,output_entropy,input_entropy,is_high_fanout,is_high_fanin,wallet_prior_tx_count,wallet_prior_sent_count,wallet_prior_recv_count,wallet_unique_ips_count,wallet_unique_asns_count,wallet_avg_sent_amount,wallet_std_sent_amount,wallet_avg_recv_amount,wallet_in_out_tx_ratio,ip_prior_tx_count,ip_associated_wallets_count,ip_unique_ports_used,is_standard_btc_port,is_ephemeral_src_port,shared_infrastructure_indicator,time_since_prev_wallet_tx,time_since_prev_ip_tx,burst_score,wallet_txs_last_1h,wallet_txs_last_6h,wallet_txs_last_24h,wallet_txs_last_7d,ip_txs_last_1h,ip_txs_last_24h,wallet_tx_velocity_per_hour,graph_degree,graph_in_degree,graph_out_degree,graph_pagerank,graph_2hop_neighbors,graph_3hop_neighbors
TX_002069_8836,2026-01-09 06:28:51,2026-01-09 06:28:51,194.87.144.88,185.220.101.81,1BTC00615z,Russia,AS12389,0,EXCHANGE,12.0,16.0,92.027314,91.925959,92.027314,0.101355,0.0011013577990551804,0.75,1.0011025721254645,1.3333322222231483,0.41728331167487115,3.990242709856945,3.582166284784921,1.0,1.0,8.0,4.0,4.0,3.0,3.0,3.5979552499999996,1.7413687014416814,2.8823355,1.0,23.0,25.0,3.0,1.0,1.0,1.0,449624.0,4766.0,0.00013344483390269546,0.0,0.0,0.0,1.0,0.0,4.0,0.0,32.0,14.0,18.0,0.0735566538314528,544.0,548.0
TX_002070_3944,2026-01-09 06:30:51,2026-01-09 06:30:51,51.15.89.115,51.15.89.215,1BTC00953b,Germany,AS24940,0,NORMAL_USER,2.0,2.0,1.497719,1.496267,1.497719,0.001452,0.000969474247171866,1.0,1.0009704150395617,0.9999950000249999,0.001368593030250003,0.9982354344728483,0.9999578033196477,0.0,0.0,16.0,13.0,3.0,1.0,1.0,0.8113912307692307,0.5059187357226993,5.184057666666667,0.23076923076923078,40.0,21.0,40.0,1.0,1.0,1.0,12979.0,12979.0,0.0046228522963072255,0.0,1.0,3.0,8.0,0.0,6.0,0.125,8.0,4.0,4.0,0.02987603613375747,182.0,307.0
TX_002071_8549,2026-01-09 06:31:48,2026-01-09 06:31:48,45.33.32.137,103.21.244.27,1BTC00101z,Switzerland,AS51167,0,HIGH_VOLUME_SERVICE,2.0,6.0,6.95607,6.944691000000001,6.95607,0.011379,0.0016358374771961754,0.3333333333333333,1.0016385178260632,2.9999850000749997,0.012090908623916671,2.578416902983627,0.9996900913488538,0.0,0.0,12.0,7.0,5.0,3.0,3.0,1.3895465714285715,1.2482600671864197,9.1408022,0.7142857142857143,4.0,12.0,4.0,0.0,1.0,1.0,263076.0,135373.0,0.00022807097567896457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,4.0,8.0,0.04697147010845867,423.0,786.0
TX_002072_6838,2026-01-09 06:32:15,2026-01-09 06:32:15,45.33.32.137,104.244.72.162,1BTC01049c,Switzerland,AS51167,0,HIGH_VOLUME_SERVICE,6.0,8.0,6.375602,6.372337,6.375602,0.003265,0.0005121085036362057,0.75,1.0005123708931276,1.333331111114815,0.005109101561359377,2.9941418674382865,2.5829316268465954,1.0,1.0,11.0,2.0,9.0,2.0,2.0,0.9638745,0.8279825000000001,2.2908466666666665,4.5,5.0,12.0,5.0,1.0,1.0,1.0,86400.0,27.0,0.0006944444443640689,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,8.0,10.0,0.05888089789164103,380.0,779.0
TX_002073_7206,2026-01-09 06:32:20,2026-01-09 06:32:20,185.220.101.235,178.62.204.169,1BTC00367x,Netherlands,AS13335,0,HIGH_VOLUME_SERVICE,5.0,4.0,5.4343900000000005,5.426213000000001,5.4343900000000005,0.008177,0.0015046766978446522,1.25,1.0015069441616096,0.7999984000032001,0.0179837806576875,1.9928758091234446,2.3199459408013237,0.0,0.0,18.0,7.0,11.0,4.0,4.0,0.8943891428571427,0.9563268991915187,3.7301320000000002,1.5714285714285714,18.0,26.0,18.0,1.0,1.0,1.0,236203.0,33802.0,0.0002540187889123331,0.0,0.0,0.0,1.0,0.0,3.0,0.0,13.0,7.0,6.0,0.044539676981742486,305.0,710.0
TX_002074_1981,2026-01-09 06:45:23,2026-01-09 06:45:23,119.81.130.29,104.244.72.22,1BTC00604z,Singapore,AS4657,0,NORMAL_USER,1.0,1.0,0.91691,0.916354,0.91691,0.000556,0.0006063844870270801,1.0,1.0006067524122773,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,52.0,49.0,3.0,15.0,8.0,2.5988199387755104,4.073104789107937,4.924230333333333,0.061224489795918366,25.0,3.0,25.0,1.0,1.0,0.3,58003.0,53975.0,0.0010344292534809527,0.0,0.0,1.0,12.0,0.0,2.0,0.041666666666666664,6.0,3.0,3.0,0.02790940246085212,191.0,364.0
TX_002075_8913,2026-01-09 06:45:36,2026-01-09 06:45:36,194.87.144.193,51.15.89.215,1BTC00560x,Russia,AS12389,0,EXCHANGE,6.0,16.0,147.089212,146.973443,147.089212,0.115769,0.0007870665593068783,0.375,1.0007876865210268,2.66666222222963,3.3571798139390268,3.9625041765791322,2.583808185713745,1.0,1.0,19.0,11.0,8.0,5.0,4.0,8.194296,4.44825989334563,4.897433125,0.7272727272727273,11.0,13.0,11.0,1.0,1.0,1.0,69776.0,32409.0,0.0008598945194823585,0.0,0.0,1.0,2.0,0.0,2.0,0.041666666666666664,26.0,8.0,18.0,0.04634785659216572,585.0,355.0
TX_002076_5012,2026-01-09 06:54:54,2026-01-09 06:54:54,104.244.72.106,45.33.32.157,1BTC00378b,United States,AS16509,0,NORMAL_USER,1.0,1.0,1.028223,1.026483,1.028223,0.00174,0.0016922399129371739,1.0,1.0016951084431014,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,13.0,8.0,5.0,1.0,1.0,0.73424325,0.342518433036001,6.0644502000000005,0.625,38.0,10.0,38.0,1.0,1.0,1.0,91611.0,12561.0,0.0006549431836073241,0.0,0.0,0.0,5.0,0.0,5.0,0.0,6.0,3.0,3.0,0.026298391597078533,77.0,725.0
TX_002077_0685,2026-01-09 06:57:07,2026-01-09 06:57:07,198.51.100.226,103.21.244.17,1BTC00477z,Private Network,AS0,0,MINER,1.0,5.0,10.092991,10.084495,10.092991,0.008496,0.0008417722754335162,0.2,1.000842481452963,4.999950000499995,0.017411018871599994,2.318826917073289,0.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,10.02041075,0.47843807117346676,1.549257,0.5,40.0,12.0,1.0,1.0,1.0,1.0,189967.0,46709.0,0.00031584433084083847,0.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,3.0,7.0,0.03656838766806463,88.0,1101.0
TX_002078_7764,2026-01-09 07:01:17,2026-01-09 07:01:17,194.87.144.175,91.200.12.150,1BTC00454x,Russia,AS12389,0,MINER,1.0,2.0,5.031765,5.028217,5.031765,0.003548,0.0007051203702875631,0.5,1.0007056179158538,1.9999800001999979,0.023508095652249983,0.9973154995447089,0.0,0.0,0.0,10.0,2.0,8.0,1.0,1.0,5.9823035,1.2892044999999999,5.669932375,4.0,21.0,5.0,1.0,1.0,1.0,0.5,158467.0,74220.0,0.00037862772688454835,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,3.0,4.0,0.0348129224770188,49.0,1043.0
TX_002079_4148,2026-01-09 07:02:13,2026-01-09 07:02:13,178.62.204.13,178.62.204.249,1BTC00265x,United Kingdom,AS2856,0,EXCHANGE,14.0,5.0,130.280157,130.14771,130.280157,0.132447,0.0010166321798338023,2.8,1.0010176667726234,0.35714260204099857,6.1810942794115995,2.3153758565673637,3.8052148942161725,0.0,1.0,5.0,3.0,2.0,3.0,2.0,11.866532666666666,2.980137579875615,6.051423,0.6666666666666666,25.0,97.0,25.0,1.0,1.0,1.0,86400.0,3076.0,0.0006944444443640689,0.0,0.0,0.0,0.0,1.0,5.0,0.0,23.0,16.0,7.0,0.1037355887955799,193.0,648.0
TX_002080_5309,2026-01-09 07:02:19,2026-01-09 07:02:19,119.81.130.234,194.87.144.200,1BTC00522x,Singapore,AS4657,0,EXCHANGE,14.0,14.0,58.807045,58.726105,58.807045,0.08094,0.001376365705843577,1.0,1.0013782626993568,0.9999992857147959,0.30697416510416825,3.7939515456037607,3.8051606288039665,1.0,1.0,24.0,17.0,7.0,9.0,6.0,6.210151411764706,5.482349995598474,1.8020501428571427,0.4117647058823529,15.0,53.0,15.0,0.0,1.0,1.0,11142.0,11142.0,0.005385029612829806,0.0,1.0,1.0,2.0,0.0,3.0,0.041666666666666664,32.0,16.0,16.0,0.0708405928510124,597.0,513.0
TX_002081_9651,2026-01-09 07:08:21,2026-01-09 07:08:21,178.62.204.178,178.62.204.178,1BTC01000y,United Kingdom,AS2856,0,NORMAL_USER,2.0,2.0,0.291881,0.29133299999999995,0.291881,0.000548,0.0018774774651313378,1.0,1.001881009017173,0.9999950000249999,7.526792249999977e-06,0.9997441056009149,0.9982109477450969,0.0,0.0,24.0,13.0,11.0,1.0,1.0,0.5782222307692307,0.37915893636638087,2.579153909090909,0.8461538461538461,25.0,3.0,25.0,1.0,1.0,0.3,6208.0,6208.0,0.00966494843803971,0.0,1.0,2.0,9.0,0.0,4.0,0.08333333333333333,7.0,4.0,3.0,0.03178376332816787,50.0,1809.0
TX_002082_4381,2026-01-09 07:18:13,2026-01-09 07:18:13,104.244.72.106,91.200.12.77,1BTC00662y,United States,AS16509,0,NORMAL_USER,1.0,1.0,0.476373,0.475976,0.476373,0.000397,0.0008333805652293476,1.0,1.0008340756676808,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,19.0,8.0,11.0,1.0,1.0,0.680439,0.38235690354889634,4.390051545454546,1.375,39.0,10.0,39.0,1.0,1.0,1.0,13960.0,1399.0,0.004297994266262182,0.0,1.0,1.0,5.0,1.0,6.0,0.041666666666666664,6.0,3.0,3.0,0.03262923003985654,207.0,490.0
TX_002083_7848,2026-01-09 07:30:07,2026-01-09 07:30:07,119.81.130.215,178.62.204.31,1BTC00616y,Singapore,AS4657,0,MERCHANT,2.0,3.0,1.3078509999999999,1.307123,1.3078509999999999,0.000728,0.0005566383326541021,0.6666666666666666,1.0005569483514558,1.4999925000374998,0.002473912456222222,1.5756178911871752,0.9999710102316549,0.0,0.0,25.0,13.0,12.0,3.0,2.0,0.6130672307692306,0.8979113832234956,3.8966809166666665,0.9230769230769231,52.0,43.0,48.0,1.0,1.0,1.0,193925.0,16783.0,0.00030939796311412154,0.0,0.0,0.0,5.0,0.0,9.0,0.0,9.0,4.0,5.0,0.034051853026509496,150.0,833.0
TX_002084_2213,2026-01-09 07:38:08,2026-01-09 07:38:08,198.51.100.109,119.81.130.223,1BTC00446b,Private Network,AS0,0,MERCHANT,2.0,3.0,1.163592,1.1612689999999999,1.163592,0.002323,0.0019964042379115705,0.6666666666666666,1.0020003978406382,1.4999925000374998,0.0014697579635555567,1.5779963131203687,0.999333904978313,0.0,0.0,19.0,11.0,8.0,3.0,3.0,0.42233,0.28582095269718644,2.033126,0.7272727272727273,31.0,73.0,31.0,1.0,1.0,1.0,248159.0,65000.0,0.00024178047138158278,0.0,0.0,0.0,2.0,0.0,3.0,0.0,9.0,4.0,5.0,0.03814967291069313,269.0,788.0
TX_002085_9007,2026-01-09 07:38:16,2026-01-09 07:38:16,103.21.244.254,45.33.32.129,1BTC00582z,India,AS55836,0,HIGH_VOLUME_SERVICE,5.0,5.0,6.520077,6.509866000000001,6.520077,0.010211,0.0015660857992934746,1.0,1.0015685422710696,0.9999980000040001,0.007464702723760005,2.3188237092017685,2.318793004254011,0.0,0.0,21.0,8.0,13.0,5.0,4.0,1.312310375,0.9419150211618001,4.190816615384615,1.625,9.0,13.0,9.0,1.0,1.0,1.0,17261.0,231737.0,0.003476044259616451,0.0,1.0,1.0,2.0,0.0,0.0,0.041666666666666664,14.0,7.0,7.0,0.06442760426020398,160.0,1076.0
TX_002086_5526,2026-01-09 07:38:29,2026-01-09 07:38:29,45.33.32.137,104.244.72.21,1BTC01049c,Switzerland,AS51167,0,HIGH_VOLUME_SERVICE,3.0,7.0,5.422579,5.413402,5.422579,0.009177,0.0016923681517595226,0.42857142857142855,1.0016952371170662,2.333325555581481,0.005333195989551021,2.8008100499187205,1.5826772952644026,0.0,0.0,12.0,3.0,9.0,2.0,2.0,0.9781593333333333,0.676346651600264,2.2908466666666665,3.0,6.0,13.0,6.0,1.0,1.0,1.0,3974.0,3974.0,0.015098137858333825,0.0,1.0,1.0,1.0,0.0,2.0,0.041666666666666664,14.0,5.0,9.0,0.05499739785954053,335.0,591.0
TX_002087_0466,2026-01-09 07:39:36,2026-01-09 07:39:36,119.81.130.29,104.244.72.116,1BTC00604z,Singapore,AS4657,0,NORMAL_USER,1.0,1.0,0.667621,0.667065,0.667621,0.000556,0.0008328078355833623,1.0,1.0008335019825654,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,53.0,50.0,3.0,15.0,8.0,2.56518174,4.039037492153188,4.924230333333333,0.06,26.0,3.0,26.0,1.0,1.0,0.3,3253.0,3253.0,0.01844451270075465,1.0,1.0,2.0,13.0,1.0,3.0,0.08333333333333333,6.0,3.0,3.0,0.026772393401344644,60.0,855.0
TX_002088_5111,2026-01-09 07:40:25,2026-01-09 07:40:25,185.220.101.79,103.21.244.141,1BTC00126b,Netherlands,AS13335,0,EXCHANGE,10.0,10.0,139.541129,139.345125,139.541129,0.196004,0.001404632465027569,1.0,1.0014066082326167,0.9999990000010001,1.4783369236008501,3.3164265021709083,3.3190380510242554,1.0,1.0,13.0,6.0,7.0,5.0,3.0,3.0561676666666657,2.555111462713102,7.272000857142858,1.1666666666666667,22.0,38.0,6.0,1.0,1.0,1.0,86400.0,26044.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,12.0,12.0,0.07226102771754066,465.0,806.0
TX_002089_7595,2026-01-09 07:50:49,2026-01-09 07:50:49,104.244.72.25,103.21.244.220,1BTC00905x,United States,AS16509,0,NORMAL_USER,1.0,2.0,0.716074,0.714939,0.716074,0.001135,0.0015850317145993291,0.5,1.001587548028573,1.9999800001999979,0.0017721995062500008,0.9899726204162771,0.0,0.0,0.0,48.0,37.0,11.0,4.0,4.0,0.7186135675675676,0.6944124695774292,2.894314909090909,0.2972972972972973,38.0,39.0,38.0,1.0,1.0,1.0,44746.0,14802.0,0.0013409019797655875,0.0,0.0,5.0,23.0,0.0,4.0,0.20833333333333334,7.0,3.0,4.0,0.036443246693643,102.0,441.0
TX_002090_2479,2026-01-09 07:53:44,2026-01-09 07:53:44,178.62.204.5,178.62.204.146,1BTC00332b,United Kingdom,AS2856,0,NORMAL_USER,2.0,1.0,1.169321,1.168432,1.169321,0.000889,0.0007602702765108982,2.0,1.0007608487271833,0.49999750001249993,0.0,0.0,0.9992959179513439,0.0,0.0,70.0,64.0,6.0,9.0,6.0,1.158745046875,1.7459990672711607,4.377649166666667,0.09375,31.0,39.0,31.0,1.0,1.0,1.0,7627.0,44921.0,0.007866789028626212,0.0,3.0,8.0,43.0,0.0,3.0,0.3333333333333333,7.0,4.0,3.0,0.04862113967141662,38.0,887.0
TX_002091_1086,2026-01-09 07:54:27,2026-01-09 07:54:27,119.81.130.10,119.81.130.225,1BTC00862z,Singapore,AS4657,0,EXCHANGE,12.0,13.0,70.958707,70.859292,70.958707,0.099415,0.0014010260925413987,0.9230769230769231,1.0014029917205496,1.083332430556308,0.8493977499212539,3.681843838296986,3.582628663164851,1.0,1.0,10.0,7.0,3.0,4.0,3.0,7.150941,4.161211903453677,4.530461666666667,0.42857142857142855,8.0,32.0,5.0,0.0,1.0,1.0,455773.0,119837.0,0.000131644480911953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,14.0,15.0,0.08756738689185344,757.0,561.0
TX_002092_5988,2026-01-09 07:54:47,2026-01-09 07:54:47,119.81.130.27,103.21.244.58,1BTC01076x,Singapore,AS4657,1,SUSPICIOUS_ACTOR,10.0,1.0,22.347246,22.329981,22.347246,0.017265,0.0007725784197301091,10.0,1.0007731757586358,0.0999999000001,0.0,0.0,3.3194652125848716,0.0,1.0,11.0,5.0,6.0,4.0,3.0,9.304851,6.9445649766439645,1.2147286666666666,1.2,6.0,13.0,6.0,1.0,1.0,1.0,433651.0,111292.0,0.00013836010985473663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,12.0,3.0,0.06799505091840229,52.0,737.0
TX_002093_6182,2026-01-09 08:03:29,2026-01-09 08:03:29,119.81.130.31,194.87.144.88,1BTC00395b,Singapore,AS4657,0,MERCHANT,3.0,3.0,0.414149,0.41400000000000003,0.414149,0.000149,0.0003597738978000671,1.0,1.0003599033816424,0.9999966666777778,0.00015350880866666681,1.5790205624115168,1.5847793811598248,0.0,0.0,28.0,22.0,6.0,4.0,4.0,0.45315490909090905,0.276085507817927,6.614073166666667,0.2727272727272727,29.0,17.0,18.0,1.0,1.0,1.0,16070.0,25554.0,0.003733665212362374,0.0,1.0,2.0,4.0,0.0,3.0,0.08333333333333333,10.0,5.0,5.0,0.05801566124582927,268.0,511.0
TX_002094_3454,2026-01-09 08:12:32,2026-01-09 08:12:32,178.62.204.212,103.21.244.97,1BTC01104z,United Kingdom,AS2856,0,NORMAL_USER,2.0,1.0,0.45721900000000004,0.456389,0.45721900000000004,0.00083,0.0018153226353235538,2.0,1.001818624024681,0.49999750001249993,0.0,0.0,0.9987551511668553,0.0,0.0,12.0,4.0,8.0,2.0,1.0,0.441836,0.26177774638230805,4.587953875,2.0,11.0,4.0,11.0,1.0,1.0,0.4,87816.0,87816.0,0.0006832467886622886,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,3.0,0.04198868183401433,139.0,584.0
TX_002095_1553,2026-01-09 08:27:23,2026-01-09 08:27:23,194.87.144.175,119.81.130.159,1BTC00187c,Russia,AS12389,0,MINER,1.0,3.0,5.470019,5.460745,5.470019,0.009274,0.0016954237270473832,0.3333333333333333,1.0016983030703686,2.9999700002999967,0.009675076097555557,1.5828814589999132,0.0,0.0,0.0,53.0,44.0,9.0,8.0,4.0,4.021574613636364,4.565663045285697,2.682189222222222,0.20454545454545456,22.0,5.0,1.0,1.0,1.0,0.5,14893.0,5166.0,0.004028738330740121,0.0,1.0,3.0,30.0,0.0,3.0,0.125,8.0,3.0,5.0,0.03727030145497168,178.0,650.0
TX_002096_9391,2026-01-09 08:31:28,2026-01-09 08:31:28,45.33.32.253,119.81.130.202,1BTC00705x,Switzerland,AS51167,0,MERCHANT,4.0,2.0,0.7479370000000001,0.7470490000000001,0.7479370000000001,0.000888,0.0011872657723845724,2.0,1.001188677047958,0.49999875000312505,0.001188284312250001,0.9938475957271007,1.9994068517554116,0.0,0.0,29.0,23.0,6.0,10.0,7.0,3.4894727826086958,6.723661588879833,5.8965345000000005,0.2608695652173913,62.0,49.0,61.0,1.0,1.0,1.0,43526.0,22995.0,0.0013784864215920399,0.0,0.0,1.0,4.0,0.0,7.0,0.041666666666666664,10.0,6.0,4.0,0.036256074043881065,197.0,441.0
TX_002097_2414,2026-01-09 08:31:44,2026-01-09 08:31:44,45.33.32.120,91.200.12.224,1BTC01150x,Switzerland,AS51167,1,SUSPICIOUS_ACTOR,11.0,2.0,2.11422,2.112773,2.11422,0.001447,0.0006844131641929411,5.5,1.0006848819063856,0.1818180165290759,0.021652681052250003,0.9859581711076881,3.4570845697875634,0.0,1.0,20.0,15.0,5.0,12.0,8.0,8.865774466666666,9.77025820016932,4.125984000000001,0.3333333333333333,9.0,31.0,9.0,1.0,1.0,1.0,235819.0,66295.0,0.00025443242485743593,0.0,0.0,0.0,2.0,0.0,2.0,0.0,17.0,13.0,4.0,0.17679373682694158,31.0,373.0
TX_002098_0422,2026-01-09 08:46:18,2026-01-09 08:46:18,198.51.100.249,178.62.204.46,1BTC00739z,Private Network,AS0,0,NORMAL_USER,1.0,2.0,1.158206,1.1577739999999999,1.158206,0.000432,0.00037299064242457726,0.5,1.0003731298163547,1.9999800001999979,0.00019861264899999906,0.9995724304574278,0.0,0.0,0.0,29.0,18.0,11.0,8.0,5.0,4.036513166666667,5.769396692586027,5.548084363636362,0.6111111111111112,20.0,14.0,20.0,1.0,1.0,1.0,49542.0,24028.0,0.0012110936172921776,0.0,0.0,1.0,7.0,0.0,3.0,0.041666666666666664,7.0,3.0,4.0,0.06469307174474645,85.0,605.0
TX_002099_7884,2026-01-09 08:48:07,2026-01-09 08:48:07,103.21.244.205,103.21.244.137,1BTC00322x,India,AS55836,0,NORMAL_USER,1.0,1.0,0.07123,0.07118,0.07123,5e-05,0.0007019514249613927,1.0,1.0007024445068842,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,21.0,15.0,6.0,7.0,5.0,5.785869266666666,8.645755715359835,5.4664525,0.4,26.0,92.0,26.0,1.0,1.0,1.0,140707.0,8414.0,0.0004264180175523309,0.0,0.0,0.0,5.0,0.0,5.0,0.0,6.0,3.0,3.0,0.03849660910935494,5.0,247.0
TX_002100_7187,2026-01-09 08:48:26,2026-01-09 08:48:26,119.81.130.5,194.87.144.151,1BTC00771c,Singapore,AS4657,1,SUSPICIOUS_ACTOR,12.0,1.0,13.406456,13.395816,13.406456,0.01064,0.0007936474784984189,12.0,1.0007942778551153,0.08333326388894677,0.0,0.0,3.582961966855487,0.0,1.0,13.0,5.0,8.0,3.0,2.0,11.1727114,15.33352008546062,1.7894548750000001,1.6,10.0,29.0,10.0,0.0,1.0,1.0,638194.0,20477.0,9.401529942158631e-05,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,14.0,3.0,0.08741940638164165,58.0,469.0
TX_002101_5590,2026-01-09 08:56:52,2026-01-09 08:56:52,178.62.204.118,198.51.100.70,1BTC00895b,United Kingdom,AS2856,0,MINER,1.0,2.0,11.309648,11.289183999999999,11.309648,0.020464,0.0018094285516224733,0.5,1.0018127085181712,1.9999800001999979,0.07316051232399995,0.9983430000482773,0.0,0.0,0.0,15.0,7.0,8.0,2.0,2.0,8.291515857142857,1.6015218816464571,3.47643125,1.1428571428571428,36.0,8.0,29.0,1.0,1.0,0.8,81957.0,64013.0,0.000732091218476507,0.0,0.0,1.0,6.0,0.0,2.0,0.041666666666666664,7.0,3.0,4.0,0.0500156415782402,81.0,877.0
TX_002102_2028,2026-01-09 08:57:44,2026-01-09 08:57:44,119.81.130.223,45.33.32.35,1BTC01044z,Singapore,AS4657,0,EXCHANGE,13.0,15.0,27.428566,27.376756,27.428566,0.05181,0.0018889066238461027,0.8666666666666667,1.001892481344393,1.1538452662728722,0.031065275177662215,3.900323044170476,3.697696497802051,1.0,1.0,19.0,11.0,8.0,6.0,5.0,6.880948272727273,4.390621860387083,2.073755375,0.7272727272727273,6.0,10.0,6.0,1.0,1.0,1.0,58741.0,45097.0,0.0010214330704241615,0.0,0.0,1.0,2.0,0.0,1.0,0.041666666666666664,32.0,15.0,17.0,0.07795339312284266,384.0,980.0
TX_002103_2875,2026-01-09 08:58:15,2026-01-09 08:58:15,178.62.204.5,198.51.100.98,1BTC00847z,United Kingdom,AS2856,0,EXCHANGE,3.0,5.0,7.948532,7.9382909999999995,7.948532,0.010241,0.0012884140115432636,0.6,1.0012900761637487,1.6666611111296294,0.03976183801416,2.3108903895800506,1.58467046484812,0.0,0.0,13.0,3.0,10.0,3.0,3.0,10.591178666666666,5.886874396453313,3.4811476,3.3333333333333335,32.0,40.0,32.0,1.0,1.0,1.0,86400.0,3871.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,5.0,7.0,0.04369789394464294,502.0,331.0
TX_002104_1935,2026-01-09 09:09:42,2026-01-09 09:09:42,194.87.144.151,91.200.12.78,1BTC00060c,Russia,AS12389,0,MINER,1.0,2.0,4.071583,4.070806,4.071583,0.000777,0.00019083486693013502,0.5,1.0001908712918277,1.9999800001999979,0.08631373926399996,0.9849185970039427,0.0,0.0,0.0,16.0,5.0,11.0,3.0,2.0,7.551281,2.4649848253686266,2.522070090909091,2.2,9.0,4.0,1.0,1.0,1.0,0.4,10227.0,82332.0,0.005866823109546472,0.0,1.0,2.0,4.0,0.0,1.0,0.08333333333333333,7.0,3.0,4.0,0.04014333254777196,86.0,961.0
TX_002105_6969,2026-01-09 09:18:03,2026-01-09 09:18:03,194.87.144.193,103.21.244.57,1BTC00294b,Russia,AS12389,0,NORMAL_USER,1.0,1.0,1.322709,1.320905,1.322709,0.001804,0.0013638676383089555,1.0,1.0013657303136865,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,39.0,28.0,11.0,4.0,3.0,0.5582586785714285,0.3605949965454966,5.860707545454545,0.39285714285714285,12.0,17.0,12.0,1.0,1.0,1.0,46489.0,9147.0,0.0012906278901910929,0.0,0.0,1.0,16.0,0.0,2.0,0.041666666666666664,6.0,3.0,3.0,0.03393386528157973,58.0,475.0
TX_002106_0297,2026-01-09 09:25:10,2026-01-09 09:25:10,104.244.72.162,51.15.89.113,1BTC00744x,United States,AS16509,0,MERCHANT,2.0,3.0,1.339454,1.337752,1.339454,0.001702,0.0012706670031221677,0.6666666666666666,1.0012722836519772,1.4999925000374998,0.0018774639848888905,1.5782292634129393,0.9995707765404551,0.0,0.0,16.0,5.0,11.0,3.0,3.0,0.3364702,0.20769399997727425,3.117303909090909,2.2,5.0,10.0,5.0,1.0,1.0,1.0,249923.0,116975.0,0.0002400739427647686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,5.0,0.04632051356439358,230.0,916.0
TX_002107_9288,2026-01-09 09:26:27,2026-01-09 09:26:27,51.15.89.115,198.51.100.109,1BTC00242y,Germany,AS24940,0,NORMAL_USER,2.0,1.0,0.39067,0.390333,0.39067,0.000337,0.0008626206261038728,2.0,1.0008633653828911,0.49999750001249993,0.0,0.0,0.9991956839783689,0.0,0.0,18.0,11.0,7.0,1.0,1.0,0.4980682727272727,0.3276662978547454,1.6423538571428573,0.6363636363636364,41.0,21.0,41.0,1.0,1.0,1.0,29655.0,10536.0,0.002023267576454808,0.0,0.0,1.0,6.0,0.0,6.0,0.041666666666666664,7.0,4.0,3.0,0.03439654295855537,136.0,526.0
TX_002108_3526,2026-01-09 09:27:03,2026-01-09 09:27:03,51.15.89.204,178.62.204.178,1BTC00973a,Germany,AS24940,0,HIGH_VOLUME_SERVICE,2.0,7.0,0.47665,0.476145,0.47665,0.000505,0.001059477604112032,0.2857142857142857,1.001060601287423,3.4999825000874996,1.3756807346938767e-05,2.805232976818306,0.9988760989134671,0.0,0.0,15.0,10.0,5.0,4.0,4.0,1.5284349000000002,1.2036468034019323,3.6016107999999996,0.5,39.0,45.0,39.0,1.0,1.0,1.0,83334.0,49501.0,0.000719994239959681,0.0,0.0,1.0,2.0,0.0,3.0,0.041666666666666664,13.0,4.0,9.0,0.046275499194889894,272.0,424.0
TX_002109_1448,2026-01-09 09:27:19,2026-01-09 09:27:19,194.87.144.172,104.244.72.13,1BTC01157x,Russia,AS12389,0,EXCHANGE,10.0,14.0,76.21332100000001,76.180714,76.21332100000001,0.032607,0.00042783859267856854,0.7142857142857143,1.0004280217168877,1.3999986000014,0.18911167893781622,3.8026857159226988,3.3213787467647813,1.0,1.0,21.0,16.0,5.0,7.0,5.0,12.354698625000001,8.529713233240603,2.9113346,0.3125,33.0,75.0,33.0,1.0,1.0,1.0,123168.0,11776.0,0.00048713951671804854,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,12.0,16.0,0.04836822821520519,419.0,620.0
